id,account,url,title,description,upload_date,duration,view_count,like_count,comment_count,repost_count,tags,track,track_artist,is_photo_carousel
7657569574174379278,whitehouse,https://www.tiktok.com/@whitehouse/video/7657569574174379278,IT’S JULY 🇺🇸🦅 Time to lock in. ,IT’S JULY 🇺🇸🦅 Time to lock in. ,20260701,10,2000000,332900,6107,13900,,original sound,The White House,False
7657372758136950030,whitehouse,https://www.tiktok.com/@whitehouse/video/7657372758136950030,THIS is the World Cup in America 🦅,THIS is the World Cup in America 🦅,20260701,34,272500,7279,794,219,,original sound,The White House,False
7657237881039113485,whitehouse,https://www.tiktok.com/@whitehouse/video/7657237881039113485,Happening now at the great American state fair 🤠,Happening now at the great American state fair 🤠,20260630,35,330300,16900,1439,344,,original sound,The White House,False
7657209343649074445,whitehouse,https://www.tiktok.com/@whitehouse/video/7657209343649074445,NO MEN IN WOMEN’S SPORTS ,NO MEN IN WOMEN’S SPORTS ,20260630,35,725400,84400,732,4551,,original sound,The White House,False
7656996448935972109,whitehouse,https://www.tiktok.com/@whitehouse/video/7656996448935972109,Welcome to the U.S.A 😤,Welcome to the U.S.A 😤,20260630,14,9100000,894600,32400,207000,,original sound,The White House,False
7656886139764083999,whitehouse,https://www.tiktok.com/@whitehouse/video/7656886139764083999,America’s 250th LFG 🦅,America’s 250th LFG 🦅,20260629,16,654100,90500,1640,4646,,原創音樂,I❤️music,False
7656844514417560845,whitehouse,https://www.tiktok.com/@whitehouse/video/7656844514417560845,Even CNN admits showing ID to vote is common sense 👀,Even CNN admits showing ID to vote is common sense 👀,20260629,17,881000,73900,1305,710,,original sound,The White House,False
7656557051753073933,whitehouse,https://www.tiktok.com/@whitehouse/video/7656557051753073933,Less than ONE WEEK until America’s 250th 🇺🇸,Less than ONE WEEK until America’s 250th 🇺🇸,20260628,30,551900,68400,1889,3194,,original sound,The White House,False
7656212594440588558,whitehouse,https://www.tiktok.com/@whitehouse/video/7656212594440588558,"If you want to hate the U.S. listen to the media, if you want to love...","If you want to hate the U.S. listen to the media, if you want to love the U.S. experience it 🇺🇸",20260627,76,4200000,663400,10600,46500,,original sound,The White House,False
7656097280818253070,whitehouse,https://www.tiktok.com/@whitehouse/video/7656097280818253070,how life feels when you love America this summer ,how life feels when you love America this summer ,20260627,21,1900000,264700,4506,15600,,original sound,The White House,False
